Reading Date,Rainfall (in.),
01/31/2013,0.00,
02/01/2013,0.00,
02/02/2013,0.00,
02/03/2013,0.00,
02/04/2013,0.01,
02/05/2013,0.00,
02/06/2013,0.00,
02/07/2013,0.01,
02/08/2013,0.19,
02/09/2013,0.00,
02/10/2013,0.13,
02/11/2013,0.01,
02/12/2013,0.00,
02/13/2013,0.00,
02/14/2013,0.00,
02/15/2013,0.00,
02/16/2013,0.00,
02/17/2013,0.00,
02/18/2013,0.00,
02/19/2013,0.12,
02/20/2013,0.00,
02/21/2013,0.00,
02/22/2013,0.14,
02/23/2013,0.00,
02/24/2013,0.00,
02/25/2013,0.00,
02/26/2013,0.73,
02/27/2013,0.25,
02/28/2013,0.00,
03/01/2013,0.00,
03/02/2013,0.00,
03/03/2013,0.00,
03/04/2013,0.00,
03/05/2013,0.00,
03/06/2013,0.00,
03/07/2013,0.00,
03/08/2013,0.00,
03/09/2013,0.00,
03/10/2013,0.00,
03/11/2013,0.28,
03/12/2013,0.00,
03/13/2013,0.00,
03/14/2013,0.00,
03/15/2013,0.04,
03/16/2013,0.05,
03/17/2013,0.00,
03/18/2013,0.01,
03/19/2013,0.01,
03/20/2013,0.00,
03/21/2013,0.00,
03/22/2013,0.00,
03/23/2013,0.00,
03/24/2013,0.00,
03/25/2013,0.00,
03/26/2013,0.00,
03/27/2013,0.00,
03/28/2013,0.00,
03/29/2013,0.00,
03/30/2013,0.00,
03/31/2013,0.01,
04/01/2013,0.00,
04/02/2013,0.00,
04/03/2013,0.00,
04/04/2013,0.00,
04/05/2013,0.00,
04/06/2013,0.00,
04/07/2013,0.00,
04/08/2013,0.15,
04/09/2013,0.00,
04/10/2013,0.59,
04/11/2013,1.15,
04/12/2013,0.26,
04/13/2013,0.01,
04/14/2013,0.01,
04/15/2013,0.02,
04/16/2013,0.17,
04/17/2013,0.85,
04/18/2013,0.69,
04/19/2013,0.40,
04/20/2013,0.00,
04/21/2013,0.00,
04/22/2013,0.00,
04/23/2013,0.64,
04/24/2013,0.17,
04/25/2013,0.06,
04/26/2013,0.00,
04/27/2013,0.00,
04/28/2013,0.26,
04/29/2013,0.01,
04/30/2013,0.01,
05/01/2013,0.00,
05/02/2013,0.00,
05/03/2013,0.00,
05/04/2013,0.00,
05/05/2013,0.00,
05/06/2013,0.00,
05/07/2013,0.00,
05/08/2013,0.00,
05/09/2013,0.00,
05/10/2013,0.25,
05/11/2013,0.01,
05/12/2013,0.00,
05/13/2013,0.00,
05/14/2013,0.00,
05/15/2013,0.00,
05/16/2013,0.00,
05/17/2013,0.00,
05/18/2013,0.00,
05/19/2013,0.00,
05/20/2013,0.00,
05/21/2013,0.02,
05/22/2013,0.18,
05/23/2013,0.08,
05/24/2013,0.00,
05/25/2013,0.00,
05/26/2013,0.00,
05/27/2013,0.56,
05/28/2013,0.25,
05/29/2013,0.00,
05/30/2013,0.31,
05/31/2013,0.26,
06/01/2013,0.17,
06/02/2013,0.00,
06/03/2013,0.00,
06/04/2013,0.00,
06/05/2013,0.76,
06/06/2013,0.00,
06/07/2013,0.00,
06/08/2013,0.00,
06/09/2013,0.01,
06/10/2013,1.24,
06/11/2013,0.00,
06/12/2013,0.50,
06/13/2013,0.97,
06/14/2013,0.00,
06/15/2013,0.00,
06/16/2013,0.40,
06/17/2013,0.04,
06/18/2013,0.00,
06/19/2013,0.00,
06/20/2013,0.00,
06/21/2013,0.00,
06/22/2013,0.13,
06/23/2013,0.00,
06/24/2013,0.03,
06/25/2013,0.76,
06/26/2013,0.10,
06/27/2013,2.52,
06/28/2013,0.30,
06/29/2013,0.00,
06/30/2013,0.00,
07/01/2013,0.12,
07/02/2013,0.02,
07/03/2013,0.00,
07/04/2013,0.00,
07/05/2013,0.02,
07/06/2013,0.18,
07/07/2013,0.11,
07/08/2013,0.12,
07/09/2013,0.92,
07/10/2013,0.00,
07/11/2013,0.00,
07/12/2013,0.00,
07/13/2013,0.00,
07/14/2013,0.00,
07/15/2013,0.00,
07/16/2013,0.00,
07/17/2013,0.00,
07/18/2013,0.00,
07/19/2013,0.26,
07/20/2013,0.03,
07/21/2013,0.00,
07/22/2013,0.01,
07/23/2013,0.08,
07/24/2013,0.00,
07/25/2013,0.00,
07/26/2013,0.03,
07/27/2013,0.21,
07/28/2013,0.01,
07/29/2013,0.00,
07/30/2013,0.00,
07/31/2013,0.33,
08/01/2013,0.00,
08/02/2013,0.00,
08/03/2013,0.00,
08/04/2013,0.00,
08/05/2013,0.00,
08/06/2013,0.01,
08/07/2013,0.23,
08/08/2013,0.00,
08/09/2013,0.05,
08/10/2013,0.00,
08/11/2013,0.00,
08/12/2013,2.30,
08/13/2013,0.00,
08/14/2013,0.00,
08/15/2013,0.00,
08/16/2013,0.00,
08/17/2013,0.00,
08/18/2013,0.00,
08/19/2013,0.00,
08/20/2013,0.00,
08/21/2013,0.00,
08/22/2013,0.00,
08/23/2013,0.00,
08/24/2013,0.00,
08/25/2013,0.00,
08/26/2013,0.00,
08/27/2013,0.47,
08/28/2013,0.04,
08/29/2013,0.00,
08/30/2013,0.00,
08/31/2013,0.00,
09/01/2013,0.00,
09/02/2013,0.00,
09/03/2013,0.00,
09/04/2013,0.00,
09/05/2013,0.00,
09/06/2013,0.00,
09/07/2013,0.01,
09/08/2013,0.00,
09/09/2013,0.35,
09/10/2013,0.00,
09/11/2013,0.10,
09/12/2013,0.00,
09/13/2013,0.00,
09/14/2013,0.00,
09/15/2013,0.04,
09/16/2013,0.06,
09/17/2013,0.00,
09/18/2013,0.00,
09/19/2013,0.00,
09/20/2013,0.03,
09/21/2013,0.00,
09/22/2013,0.00,
09/23/2013,0.00,
09/24/2013,0.00,
09/25/2013,0.00,
09/26/2013,0.00,
09/27/2013,0.00,
09/28/2013,0.00,
09/29/2013,0.00,
09/30/2013,0.00,
10/01/2013,0.00,
10/02/2013,0.00,
10/03/2013,0.00,
10/04/2013,0.00,
10/05/2013,0.17,
10/06/2013,0.30,
10/07/2013,0.01,
10/08/2013,0.00,
10/09/2013,0.00,
10/10/2013,0.00,
10/11/2013,0.00,
10/12/2013,0.00,
10/13/2013,0.00,
10/14/2013,0.00,
10/15/2013,0.03,
10/16/2013,0.00,
10/17/2013,0.19,
10/18/2013,0.06,
10/19/2013,0.19,
10/20/2013,0.00,
10/21/2013,0.03,
10/22/2013,0.00,
10/23/2013,0.01,
10/24/2013,0.00,
10/25/2013,0.00,
10/26/2013,0.07,
10/27/2013,0.00,
10/28/2013,0.00,
10/29/2013,0.00,
10/30/2013,0.45,
10/31/2013,1.09,
11/01/2013,0.01,
11/02/2013,0.16,
11/03/2013,0.00,
11/04/2013,0.00,
11/05/2013,0.00,
11/06/2013,0.10,
11/07/2013,0.00,
11/08/2013,0.00,
11/09/2013,0.00,
11/10/2013,0.00,
11/11/2013,0.10,
11/12/2013,0.00,
11/13/2013,0.00,
11/14/2013,0.00,
11/15/2013,0.00,
11/16/2013,0.00,
11/17/2013,0.61,
11/18/2013,0.00,
11/19/2013,0.00,
11/20/2013,0.00,
11/21/2013,0.29,
11/22/2013,0.02,
11/23/2013,0.00,
11/24/2013,0.00,
11/25/2013,0.00,
11/26/2013,0.00,
11/27/2013,0.00,
11/28/2013,0.00,
11/29/2013,0.00,
11/30/2013,0.00,
12/01/2013,0.00,
12/02/2013,0.00,
12/03/2013,0.02,
12/04/2013,0.00,
12/05/2013,0.00,
12/06/2013,0.00,
12/07/2013,0.00,
12/08/2013,0.00,
12/09/2013,0.00,
12/10/2013,0.00,
12/11/2013,0.00,
12/12/2013,0.00,
12/13/2013,0.00,
12/14/2013,0.15,
12/15/2013,0.00,
12/16/2013,0.06,
12/17/2013,0.01,
12/18/2013,0.00,
12/19/2013,0.00,
12/20/2013,0.38,
12/21/2013,0.62,
12/22/2013,0.20,
12/23/2013,0.00,
12/24/2013,0.00,
12/25/2013,0.00,
12/26/2013,0.00,
12/27/2013,0.00,
12/28/2013,0.00,
12/29/2013,0.00,
12/30/2013,0.00,
12/31/2013,0.00,
01/01/2014,0.03,
01/02/2014,0.00,
01/03/2014,0.00,
01/04/2014,0.00,
01/05/2014,0.30,
01/06/2014,0.00,
01/07/2014,0.00,
01/08/2014,0.00,
01/09/2014,0.00,
01/10/2014,0.30,
01/11/2014,0.14,
01/12/2014,0.00,
01/13/2014,0.00,
01/14/2014,0.00,
01/15/2014,0.00,
01/16/2014,0.04,
01/17/2014,0.00,
01/18/2014,0.00,
01/19/2014,0.00,
01/20/2014,0.00,
01/21/2014,0.00,
01/22/2014,0.00,
01/23/2014,0.00,
01/24/2014,0.00,
01/25/2014,0.00,
01/26/2014,0.02,
01/27/2014,0.00,
01/28/2014,0.00,
01/29/2014,0.00,
01/30/2014,0.00,
01/31/2014,0.00,
02/01/2014,0.47,
02/02/2014,0.00,
02/03/2014,0.00,
02/04/2014,0.00,
02/05/2014,0.03,
02/06/2014,0.00,
02/07/2014,0.00,
02/08/2014,0.00,
02/09/2014,0.02,
02/10/2014,0.00,
02/11/2014,0.00,
02/12/2014,0.00,
02/13/2014,0.00,
02/14/2014,0.00,
02/15/2014,0.00,
02/16/2014,0.01,
02/17/2014,0.21,
02/18/2014,0.00,
02/19/2014,0.00,
02/20/2014,0.78,
02/21/2014,0.00,
02/22/2014,0.00,
02/23/2014,0.00,
02/24/2014,0.00,
02/25/2014,0.00,
02/26/2014,0.00,
02/27/2014,0.00,
02/28/2014,0.00,
03/01/2014,0.07,
03/02/2014,0.02,
03/03/2014,0.00,
03/04/2014,0.00,
03/05/2014,0.00,
03/06/2014,0.00,
03/07/2014,0.00,
03/08/2014,0.08,
03/09/2014,0.00,
03/10/2014,0.00,
03/11/2014,0.13,
03/12/2014,0.24,
03/13/2014,0.00,
03/14/2014,0.00,
03/15/2014,0.00,
03/16/2014,0.00,
03/17/2014,0.00,
03/18/2014,0.00,
03/19/2014,0.13,
03/20/2014,0.00,
03/21/2014,0.01,
03/22/2014,0.11,
03/23/2014,0.00,
03/24/2014,0.00,
03/25/2014,0.00,
03/26/2014,0.00,
03/27/2014,0.02,
03/28/2014,0.00,
03/29/2014,0.00,
03/30/2014,0.00,
03/31/2014,0.00,
04/01/2014,0.00,
04/02/2014,0.03,
04/03/2014,0.24,
04/04/2014,0.09,
04/05/2014,0.00,
04/06/2014,0.00,
04/07/2014,0.32,
04/08/2014,0.01,
04/09/2014,0.00,
04/10/2014,0.00,
04/11/2014,0.00,
04/12/2014,0.00,
04/13/2014,0.00,
04/14/2014,0.03,
04/15/2014,0.01,
04/16/2014,0.00,
04/17/2014,0.00,
04/18/2014,0.00,
04/19/2014,0.00,
04/20/2014,0.00,
04/21/2014,0.01,
04/22/2014,0.03,
04/23/2014,0.00,
04/24/2014,0.00,
04/25/2014,0.27,
04/26/2014,0.00,
04/27/2014,0.00,
04/28/2014,0.00,
04/29/2014,0.70,
04/30/2014,0.04,
05/01/2014,0.06,
05/02/2014,0.01,
05/03/2014,0.04,
05/04/2014,0.00,
05/05/2014,0.15,
05/06/2014,0.00,
05/07/2014,1.07,
05/08/2014,0.00,
05/09/2014,0.20,
05/10/2014,0.00,
05/11/2014,0.00,
05/12/2014,1.02,
05/13/2014,0.38,
05/14/2014,0.32,
05/15/2014,0.48,
05/16/2014,0.00,
05/17/2014,0.02,
05/18/2014,0.00,
05/19/2014,0.00,
05/20/2014,0.14,
05/21/2014,0.17,
05/22/2014,0.00,
05/23/2014,0.02,
05/24/2014,0.00,
05/25/2014,0.00,
05/26/2014,0.00,
05/27/2014,0.71,
05/28/2014,0.07,
05/29/2014,0.00,
05/30/2014,0.00,
05/31/2014,0.00,
06/01/2014,0.00,
06/02/2014,0.71,
06/03/2014,0.11,
06/04/2014,0.24,
06/05/2014,0.00,
06/06/2014,0.00,
06/07/2014,0.00,
06/08/2014,0.10,
06/09/2014,0.00,
06/10/2014,0.00,
06/11/2014,0.74,
06/12/2014,0.08,
06/13/2014,0.00,
06/14/2014,0.00,
06/15/2014,0.00,
06/16/2014,0.00,
06/17/2014,0.00,
06/18/2014,2.08,
06/19/2014,0.00,
06/20/2014,0.19,
06/21/2014,0.00,
06/22/2014,0.00,
06/23/2014,0.11,
06/24/2014,0.34,
06/25/2014,0.00,
06/26/2014,0.00,
06/27/2014,0.00,
06/28/2014,0.22,
06/29/2014,0.00,
06/30/2014,0.00,
07/01/2014,0.63,
07/02/2014,0.00,
07/03/2014,0.19,
07/04/2014,0.00,
07/05/2014,0.00,
07/06/2014,0.01,
07/07/2014,0.66,
07/08/2014,0.51,
07/09/2014,0.00,
07/10/2014,0.00,
07/11/2014,0.00,
07/12/2014,0.03,
07/13/2014,0.22,
07/14/2014,0.25,
07/15/2014,0.02,
07/16/2014,0.00,
07/17/2014,0.00,
07/18/2014,0.00,
07/19/2014,0.00,
07/20/2014,0.00,
07/21/2014,0.00,
07/22/2014,0.00,
07/23/2014,0.00,
07/24/2014,0.00,
07/25/2014,0.00,
07/26/2014,0.00,
07/27/2014,0.45,
07/28/2014,0.02,
07/29/2014,0.07,
07/30/2014,0.04,
07/31/2014,0.01,
08/01/2014,0.00,
08/02/2014,0.00,
08/03/2014,0.00,
08/04/2014,0.02,
08/05/2014,0.28,
08/06/2014,0.00,
08/07/2014,0.00,
08/08/2014,0.00,
08/09/2014,0.00,
08/10/2014,0.00,
08/11/2014,1.00,
08/12/2014,0.26,
08/13/2014,0.00,
08/14/2014,0.00,
08/15/2014,0.00,
08/16/2014,0.07,
08/17/2014,0.48,
08/18/2014,0.00,
08/19/2014,0.50,
08/20/2014,0.00,
08/21/2014,0.04,
08/22/2014,0.00,
08/23/2014,0.00,
08/24/2014,0.00,
08/25/2014,0.00,
08/26/2014,0.77,
08/27/2014,0.03,
08/28/2014,0.00,
08/29/2014,0.00,
08/30/2014,0.05,
08/31/2014,0.04,
09/01/2014,0.34,
09/02/2014,0.01,
09/03/2014,0.00,
09/04/2014,0.09,
09/05/2014,0.08,
09/06/2014,0.02,
09/07/2014,0.00,
09/08/2014,0.00,
09/09/2014,0.00,
09/10/2014,1.29,
09/11/2014,0.00,
09/12/2014,0.00,
09/13/2014,0.22,
09/14/2014,0.00,
09/15/2014,0.00,
09/16/2014,0.00,
09/17/2014,0.00,
09/18/2014,0.00,
09/19/2014,0.00,
09/20/2014,0.98,
09/21/2014,0.18,
09/22/2014,0.00,
09/23/2014,0.00,
09/24/2014,0.00,
09/25/2014,0.00,
09/26/2014,0.00,
09/27/2014,0.00,
09/28/2014,0.00,
09/29/2014,0.00,
09/30/2014,0.08,
10/01/2014,0.00,
10/02/2014,0.16,
10/03/2014,0.28,
10/04/2014,0.12,
10/05/2014,0.02,
10/06/2014,0.00,
10/07/2014,0.01,
10/08/2014,0.00,
10/09/2014,0.00,
10/10/2014,0.00,
10/11/2014,0.00,
10/12/2014,0.00,
10/13/2014,0.15,
10/14/2014,0.33,
10/15/2014,0.01,
10/16/2014,0.02,
10/17/2014,0.05,
10/18/2014,0.01,
10/19/2014,0.00,
10/20/2014,0.10,
10/21/2014,0.00,
10/22/2014,0.00,
10/23/2014,0.00,
10/24/2014,0.00,
10/25/2014,0.00,
10/26/2014,0.00,
10/27/2014,0.00,
10/28/2014,0.25,
10/29/2014,0.00,
10/30/2014,0.00,
10/31/2014,0.08,
11/01/2014,0.00,
11/02/2014,0.00,
11/03/2014,0.00,
11/04/2014,0.08,
11/05/2014,0.00,
11/06/2014,0.05,
11/07/2014,0.00,
11/08/2014,0.03,
11/09/2014,0.00,
11/10/2014,0.00,
11/11/2014,0.02,
11/12/2014,0.00,
11/13/2014,0.00,
11/14/2014,0.00,
11/15/2014,0.00,
11/16/2014,0.01,
11/17/2014,0.00,
11/18/2014,0.00,
11/19/2014,0.01,
11/20/2014,0.00,
11/21/2014,0.00,
11/22/2014,0.02,
11/23/2014,0.84,
11/24/2014,0.57,
11/25/2014,0.00,
11/26/2014,0.00,
11/27/2014,0.00,
11/28/2014,0.00,
11/29/2014,0.00,
11/30/2014,0.00,
12/01/2014,0.00,
12/02/2014,0.00,
12/03/2014,0.00,
12/04/2014,0.00,
12/05/2014,0.00,
12/06/2014,0.00,
12/07/2014,0.00,
12/08/2014,0.07,
12/09/2014,0.01,
12/10/2014,0.00,
12/11/2014,0.00,
12/12/2014,0.00,
12/13/2014,0.00,
12/14/2014,0.00,
12/15/2014,0.14,
12/16/2014,0.31,
12/17/2014,0.00,
12/18/2014,0.01,
12/19/2014,0.00,
12/20/2014,0.00,
12/21/2014,0.00,
12/22/2014,0.00,
12/23/2014,0.05,
12/24/2014,0.73,
12/25/2014,0.00,
12/26/2014,0.00,
12/27/2014,0.02,
12/28/2014,0.00,
12/29/2014,0.00,
12/30/2014,0.00,
12/31/2014,0.00,
